id,date,age,comuna_id,level,age_range,online
6515a0b188dd5734f471a5b5f7c0873f,02-02-2020,47,13101,Universitaria completa.,45-60,True
11d53447738bf7756992084269e6caf9,01-02-2020,67,8108,"Post Grado (Master, Doctor o equivalente)",>=60,True
e1a239be8e7bec75abef9f0b6161f3d4,01-02-2020,40,15101,Universitaria completa.,30-45,True
511784d80cf2e37bb75b98fdab750bce,31-01-2020,54,15101,Media incompleta (incluyendo Media Técnica).,45-60,True
cc3a9def268c4d2e7c537dc8e0769d5f,31-01-2020,54,10101,Media completa. Técnica incompleta.,45-60,True
f14f9dc827c2e396ba20eb04108aa0fa,31-01-2020,58,13101,Universitaria incompleta. Técnica completa.,45-60,True
6d205f6911dcf8bfea590f20128f150c,31-01-2020,41,15101,"Post Grado (Master, Doctor o equivalente)",30-45,True
159fe423551668dffd477107aa419034,31-01-2020,46,10301,Universitaria completa.,45-60,True
bc0062d5219a8f036e085c415246c03c,31-01-2020,43,10301,Universitaria completa.,30-45,True
0645f2cdf3b9d0ad5e2baf204a10dc55,31-01-2020,50,15101,Universitaria completa.,45-60,True
d60b14425e3621d58d7b38d2b22919b9,31-01-2020,29,15101,Universitaria completa.,15-30,True
81d480ebd0a1fade24e608a80f5c5db6,31-01-2020,34,11303,Universitaria incompleta. Técnica completa.,30-45,True
4487830ac5326774b9c264a1b8b886a6,31-01-2020,45,5501,Media completa. Técnica incompleta.,45-60,True
ad256d92c26d6249b3c41f08bb3f5f6b,31-01-2020,33,6101,Universitaria completa.,30-45,True
dbee09840880b1fdf82b2757a03da1ab,31-01-2020,62,8101,Universitaria completa.,>=60,True
b0b8458ec48e1d83e183ce5e2cf4906a,30-01-2020,57,7101,Media completa. Técnica incompleta.,45-60,True
62b52a8b78373ffb51eb00b91193f2ae,30-01-2020,47,15101,Universitaria completa.,45-60,True
2dfc2b063129f4a0928f4ac6a9fed4d6,30-01-2020,68,13201,Universitaria completa.,>=60,True
5d8849723c975bf317b8f09dbe641c31,30-01-2020,26,5501,Universitaria incompleta. Técnica completa.,15-30,True
31b986e6d32dbfa970c9628e03a59742,30-01-2020,38,4201,Universitaria completa.,30-45,True
1593665432385a083bf502876da90716,30-01-2020,53,6201,Media completa. Técnica incompleta.,45-60,True
ea29457555c5e9fffeb4b99f23575d40,30-01-2020,45,6310,Universitaria completa.,45-60,True
aaace52257720ff75051ac3aa0b6ac7e,30-01-2020,62,5504,Universitaria incompleta. Técnica completa.,>=60,True
0a9f915a0fc9d59703380ba193087106,30-01-2020,63,6108,Universitaria completa.,>=60,True
5dc6819581278b3ae6c467571902ade1,30-01-2020,49,5101,Media completa. Técnica incompleta.,45-60,True
a11a9e21561990d0d6a2e01d5620e5df,30-01-2020,72,5401,Universitaria completa.,>=60,True
edd679cc0d54b4c6ae9d59592b5d82be,30-01-2020,56,5504,Universitaria completa.,45-60,True
1753bd78528eb6ee232fad749069f400,30-01-2020,41,3101,Universitaria completa.,30-45,True
6b5f7d6949ed2d8eb34eceb14076fad4,30-01-2020,60,5501,Educación básica incompleta o inferior.,>=60,True
7698a8591bb37c6dbac4d5649870fdd3,30-01-2020,29,13201,"Post Grado (Master, Doctor o equivalente)",15-30,True
7ee65f3653dcf305ad10da46e84a2c6f,30-01-2020,45,13119,Universitaria completa.,45-60,True
5c027366ec6f2059359153e55f2bc260,30-01-2020,35,3101,Universitaria completa.,30-45,True
505f85180941031706ce781dd5ee9675,29-01-2020,39,15101,Universitaria completa.,30-45,True
8dbc50f1ffb2d4f56387a34a7b53fe7f,29-01-2020,36,1101,Universitaria completa.,30-45,True
bd4f1659bee30a64e195713b17d758e9,29-01-2020,51,15101,Universitaria incompleta. Técnica completa.,45-60,True
9fe228d6c7a251086f444e8c753cfada,29-01-2020,41,7201,Universitaria incompleta. Técnica completa.,30-45,True
fc344efd80fb22ebf45cee9b55239bc0,29-01-2020,59,3101,Universitaria incompleta. Técnica completa.,45-60,True
54752c310d30fabb07229d8f00cc3df3,29-01-2020,40,15101,Universitaria completa.,30-45,True
cc42ce24c368fcb9465af4a2a96f5e41,29-01-2020,31,4106,Media completa. Técnica incompleta.,30-45,True
c283b848d62f677acbee946e0afcb7ac,29-01-2020,36,6108,Universitaria completa.,30-45,True
40536affbff7fe8e47f535489603eca1,29-01-2020,46,4101,Universitaria completa.,45-60,True
8b9054d675a9c348b75de13c8f138d9e,29-01-2020,39,6115,Universitaria completa.,30-45,True
db39827fb4faf9194ef23dd8ac095ac3,29-01-2020,25,10301,Universitaria completa.,15-30,True
369b249c41e5903b523401e3080045f9,29-01-2020,60,5405,Básica completa.,>=60,True
f0e4ddeee70ae09bae94e0e41c0539f1,29-01-2020,26,4301,Universitaria completa.,15-30,True
903f2f039b6fea35541468186a6346d1,29-01-2020,38,4101,Universitaria completa.,30-45,True
58dd4b99caaf95bf3545d821f76a9590,29-01-2020,38,5401,Universitaria incompleta. Técnica completa.,30-45,True
d3bc0a8fde2fd2f4fb61ceac606ace9b,29-01-2020,38,6101,Universitaria completa.,30-45,True
a9b366b9e1e2d4e0bad84331008d558f,29-01-2020,37,13114,Universitaria completa.,30-45,True
be6f693bda9fd9821b19f346f328f688,29-01-2020,49,4101,Universitaria completa.,45-60,True
a4ba317bb576849b3bcda277ebbc48aa,29-01-2020,69,13301,Universitaria incompleta. Técnica completa.,>=60,True
a4f4cf393cd0f0695be47caedc5afb00,29-01-2020,32,5501,Media completa. Técnica incompleta.,30-45,True
893fbbbfe90aab16304da8d7eb0f3f4a,29-01-2020,44,5401,Universitaria incompleta. Técnica completa.,30-45,True
e6d267cff3858945ee71c137d50a6d93,29-01-2020,44,4101,Universitaria completa.,30-45,True
c2b266d63c0eb1682b270476d31fbf71,29-01-2020,45,5501,Media incompleta (incluyendo Media Técnica).,45-60,True
a5300160f494c2037b0a9275984338f3,29-01-2020,60,10101,Universitaria completa.,>=60,True
059f2f6ef63a78a9fb1e63607fb3eb36,29-01-2020,46,8110,Universitaria incompleta. Técnica completa.,45-60,True
affda9d1c0c80d229c8c8790970602b4,29-01-2020,60,8101,Universitaria completa.,>=60,True
9e8907314c532b317a61af805d89a3d9,29-01-2020,31,10101,Universitaria completa.,30-45,True
48711c168ea29778ccb5e0b3b69abe5f,28-01-2020,29,5101,"Post Grado (Master, Doctor o equivalente)",15-30,True
ce747aeb90a1e403944d1f17b404857d,28-01-2020,34,10109,Universitaria completa.,30-45,True
a30621e9120ac32e521495230e78bd00,28-01-2020,39,15101,"Post Grado (Master, Doctor o equivalente)",30-45,True
4c2508bfefd14979de785ed854654dcc,28-01-2020,38,4101,Universitaria completa.,30-45,True
ebab806a0a9edaa605f3e1c8e485e4d5,28-01-2020,39,10301,Universitaria completa.,30-45,True
fe4e1e449153be2f636ef9f2b1ce4cc1,28-01-2020,57,7102,Universitaria incompleta. Técnica completa.,45-60,True
e1c66da77aacf9c84e5cda629beaae41,28-01-2020,26,4101,Universitaria completa.,15-30,True
1af7624a04663a1a067401c493b3bf02,28-01-2020,38,4101,Universitaria incompleta. Técnica completa.,30-45,True
bf01a228b2436425576f63008441e773,28-01-2020,40,4102,Universitaria completa.,30-45,True
8d7051c54fe860cee7566522ee455679,28-01-2020,47,4101,Universitaria incompleta. Técnica completa.,45-60,True
1adcf1a30128145fa65dadf642961aa3,28-01-2020,62,6101,Media incompleta (incluyendo Media Técnica).,>=60,True
7e2b9c31dcb1bfb78f4fb5c6edca4263,28-01-2020,52,6103,Universitaria incompleta. Técnica completa.,45-60,True
0095cb58ba827997b088238d2e2461d0,28-01-2020,34,3101,Universitaria completa.,30-45,True
0d17c43bdbdea2165908e4a316b2997a,28-01-2020,33,10109,Universitaria completa.,30-45,True
40783bc7483b9f43d898f2370da8a844,28-01-2020,65,13114,"Post Grado (Master, Doctor o equivalente)",>=60,True
bb1f21617ddd71e6f8781543bb6976cb,28-01-2020,67,5801,Universitaria incompleta. Técnica completa.,>=60,True
0c8e223c8cfda959bec538846626a941,28-01-2020,33,3301,Universitaria completa.,30-45,True
fa5026f1508b7367328cea2691e45ea4,28-01-2020,54,8112,Media incompleta (incluyendo Media Técnica).,45-60,True
0458782c7d803ecc81da201fe746082f,28-01-2020,29,8101,Universitaria completa.,15-30,True
0eee176cef36f19094932c56f5d35fc9,28-01-2020,35,3101,"Post Grado (Master, Doctor o equivalente)",30-45,True
6338c24b1a820b561f8220a1a93e0db2,28-01-2020,39,11101,Universitaria completa.,30-45,True
4ba1b53f7c51b02a260d4917416c911a,28-01-2020,29,15101,Universitaria completa.,15-30,True
a0584a640232826ca7a37008767c3996,28-01-2020,43,15101,Universitaria completa.,30-45,True
d1870352a1d46f35e13246284da2d4c3,28-01-2020,25,4101,Universitaria completa.,15-30,True
400c203e8d8109e7e1d5685fe6a9662b,28-01-2020,32,4101,"Post Grado (Master, Doctor o equivalente)",30-45,True
5b066ea676793bdf9e0f75c2600f16a6,28-01-2020,24,4101,Universitaria completa.,15-30,True
a7687c156fd0e41af97ce411b40951cb,28-01-2020,37,6301,"Post Grado (Master, Doctor o equivalente)",30-45,True
b9c7baf016aca30dc5cc3d3a26702318,28-01-2020,34,6117,"Post Grado (Master, Doctor o equivalente)",30-45,True
6b97ad57f123a2b4fb4d0c8536153042,28-01-2020,77,13132,Universitaria completa.,>=60,True
7fdffa0155ecd00c2faf639089e70f2d,28-01-2020,24,4102,Universitaria completa.,15-30,True
ddfec6062b956381347f82c3b7272116,28-01-2020,56,6110,"Post Grado (Master, Doctor o equivalente)",45-60,True
e06cf4280e3e5bfac62ff6e55decc889,28-01-2020,59,8101,"Post Grado (Master, Doctor o equivalente)",45-60,True
4c358e009bcbd9a94a8a835f535a49fa,28-01-2020,39,6101,Universitaria completa.,30-45,True
febeaafa2aac92987d2b03199c20b791,27-01-2020,52,6101,Universitaria completa.,45-60,True
131fd98f324c381e7bb9fa602c890843,27-01-2020,44,6301,Universitaria incompleta. Técnica completa.,30-45,True
7afc83c38c24468d486cce6c38f6a732,27-01-2020,30,6101,Universitaria completa.,30-45,True
05ed424f4cf428c8027c03198955513e,27-01-2020,32,4204,Universitaria completa.,30-45,True
42120de34bb0098d9079a1ed92bcbf7d,27-01-2020,53,6204,Universitaria completa.,45-60,True
47d8640bb1a638853e86a3ee23c5763c,27-01-2020,32,10101,Universitaria completa.,30-45,True
2170dbb5ea80a80305319757cf29cd1a,27-01-2020,58,3101,Universitaria completa.,45-60,True
3ea1a7a4368b66cdff6eae7a21d90781,27-01-2020,37,11301,Universitaria completa.,30-45,True
d30277962f6b94117fbc151c70693465,27-01-2020,39,6101,Universitaria completa.,30-45,True
ae02d7dbcf70b0630fd00e13c3e1876f,27-01-2020,39,10109,Universitaria completa.,30-45,True
b34f9cbe8fd887ffaa1825da5f11fb5f,27-01-2020,44,3101,Universitaria incompleta. Técnica completa.,30-45,True
7e2dd5385d7052faaf718729e8723fd4,27-01-2020,37,4201,Universitaria completa.,30-45,True
de19539689c8ae0468df3d6efccf28ba,27-01-2020,41,11101,Universitaria completa.,30-45,True
f8bf573cd865ac57d343a746cc1fa695,27-01-2020,27,4201,Universitaria completa.,15-30,True
4cbcc89856174eaf059f83984049a81b,27-01-2020,31,5401,Universitaria completa.,30-45,True
41c839d3066097f095c3b6fc7b715707,27-01-2020,33,4201,Básica completa.,30-45,True
8e368a1a836a879db202bfba7599aa8a,27-01-2020,63,10101,Universitaria completa.,>=60,True
23b32769d1a07016624a6c6023140c9b,27-01-2020,29,4101,Universitaria completa.,15-30,True
013941282649d267dde3b173984de6c7,27-01-2020,33,11101,Universitaria incompleta. Técnica completa.,30-45,True
c6a1bff6a0acfbd1e74b29d2f549e8fc,27-01-2020,51,4201,Media completa. Técnica incompleta.,45-60,True
2296ebb63204b2ee1e7317b450355b78,27-01-2020,15,4201,Media incompleta (incluyendo Media Técnica).,15-30,True
b7a63423f9fd0fd38c81a205838a3e62,27-01-2020,38,4201,Media completa. Técnica incompleta.,30-45,True
7424052aec64b555283dda45dabf4659,27-01-2020,42,4301,Universitaria completa.,30-45,True
2fbb2b0cf55832724f2c65c1df2ee406,27-01-2020,18,4201,Universitaria incompleta. Técnica completa.,15-30,True
030ca2103bc9ccae89ccc2c9fce6305c,27-01-2020,38,10101,"Post Grado (Master, Doctor o equivalente)",30-45,True
5c0005345deabbd8df753b1b393fd273,27-01-2020,48,7201,Universitaria incompleta. Técnica completa.,45-60,True
b14e87c0d37efc80e1207b1286ef28eb,27-01-2020,37,13122,"Post Grado (Master, Doctor o equivalente)",30-45,True
453541b6eea000fa12dc0ecd79343d96,27-01-2020,21,4201,Universitaria incompleta. Técnica completa.,15-30,True
16bbadff1ae8e2a6a50bdb7335368322,27-01-2020,38,8110,Universitaria incompleta. Técnica completa.,30-45,True
778059c1788d6b7ded621aa87e9e439f,27-01-2020,37,11101,Universitaria completa.,30-45,True
96928ce500ec08cbb5c17e694cbc84c8,27-01-2020,36,13110,"Post Grado (Master, Doctor o equivalente)",30-45,True
d89cb9be964071a5aac532f3a459811b,27-01-2020,44,11101,Universitaria completa.,30-45,True
f445a2be097d3dda5ea73d8a656dba67,26-01-2020,30,8112,Universitaria completa.,30-45,True
4c83d1d5d15ad0d091f295d3b1a3f8c6,26-01-2020,76,15101,Universitaria completa.,>=60,True
c2abec78fb6825a5014a2b1113931e57,26-01-2020,27,7101,Universitaria incompleta. Técnica completa.,15-30,True
917ebb9dba1157278f9b7a720ab704b7,26-01-2020,41,10101,Universitaria completa.,30-45,True
f490da844ba75ea74014bda5134dd332,25-01-2020,45,13132,Universitaria completa.,45-60,True
da8bc980fe6600ee7b6c2a91aff1442d,25-01-2020,49,13123,Universitaria completa.,45-60,True
f15b078789fc8dd20a7d7648797d6e45,25-01-2020,45,8108,Universitaria completa.,45-60,True
58b0270d55b4821c566d28735791bfa8,24-01-2020,51,5605,"Post Grado (Master, Doctor o equivalente)",45-60,True
5950bc7467d843d4f5a13a05d916e942,24-01-2020,25,13201,Universitaria completa.,15-30,True
e9da590c43c2e5fde2a1cbe590d357f2,24-01-2020,43,2101,Universitaria completa.,30-45,True
8648104f01467f8ae951d3e0359c5f09,24-01-2020,38,4102,Media completa. Técnica incompleta.,30-45,True
781f138611b40993d1e3010d1dc79c5b,24-01-2020,42,3101,Universitaria completa.,30-45,True
69a47b7c04853676bd61d09d1a877b44,24-01-2020,27,8306,Media completa. Técnica incompleta.,15-30,True
6b15d38b0c3e39b1e41418e3b40a9928,24-01-2020,50,8103,Media completa. Técnica incompleta.,45-60,True
0d8ec617440b0e7f32ee39fc5afce57e,24-01-2020,58,4102,Universitaria incompleta. Técnica completa.,45-60,True
0746d5b81c771c3bae9c764e1d3f763e,24-01-2020,40,8103,Media completa. Técnica incompleta.,30-45,True
5d2d3bae26115c320833af61a04df3a2,24-01-2020,51,4101,Universitaria completa.,45-60,True
f7f39cf3530cc5aeddf2c020477b0b4b,24-01-2020,48,7201,Universitaria incompleta. Técnica completa.,45-60,True
cfb4ef3868d66932ef4af4ae64c23c7b,24-01-2020,44,8112,Universitaria incompleta. Técnica completa.,30-45,True
0e96519dc41a62ec9bc9a4eaa48dab80,24-01-2020,68,7201,Universitaria completa.,>=60,True
4f59e34dbf2222d2713d77b726566e2f,24-01-2020,47,8202,Universitaria completa.,45-60,True
7e7c43e8666a54c01f45345bfd45bee9,24-01-2020,35,15101,"Post Grado (Master, Doctor o equivalente)",30-45,True
d74cc476d6b469c69b165d886cae6d9b,24-01-2020,32,15101,"Post Grado (Master, Doctor o equivalente)",30-45,True
0da17f6fb280507140b06726475e88cc,24-01-2020,27,7201,Universitaria completa.,15-30,True
419557ad5aa3366d664ba9b1dacdd99d,24-01-2020,36,13101,"Post Grado (Master, Doctor o equivalente)",30-45,True
4bebac619eb50a82904f6f05b859d0a3,24-01-2020,27,13120,"Post Grado (Master, Doctor o equivalente)",15-30,True
bfadfcf50714ca24c5ca30ec55385148,24-01-2020,34,13114,Universitaria completa.,30-45,True
84e53b02b6bf6e7ea91384be8e4218e0,24-01-2020,45,7101,Media completa. Técnica incompleta.,45-60,True
acf366457aec96976324e23fe9d94829,24-01-2020,46,5103,Universitaria completa.,45-60,True
1d62891e21ec6132722e5c08877b8888,24-01-2020,43,13401,Universitaria completa.,30-45,True
26e23b8e2888ac436ab7b0bfbcd1df02,24-01-2020,37,13302,Media completa. Técnica incompleta.,30-45,True
996c67e6543a6e0ca13154a24cd5b34b,23-01-2020,31,8101,Universitaria incompleta. Técnica completa.,30-45,True
939d9da41e082b6217f89c27be9f5f83,23-01-2020,43,5801,Universitaria completa.,30-45,True
49ecbff7f4c2cf6fcb365c0833cca198,23-01-2020,50,13603,Media completa. Técnica incompleta.,45-60,True
6250f95a4ecd267fd59ac090608d6b7b,23-01-2020,25,13101,Universitaria completa.,15-30,True
9c93687f9b87c51fb90d9db789f97c8a,23-01-2020,43,7201,Universitaria incompleta. Técnica completa.,30-45,True
7ea324ada23533acb2479a9a5fad461e,23-01-2020,38,8301,Media completa. Técnica incompleta.,30-45,True
77133aaa6ec37cacc268d1bf64db13e9,23-01-2020,39,7201,Universitaria completa.,30-45,True
5f98e41d1e933ed720c4d52fb4c49263,23-01-2020,42,8101,Universitaria completa.,30-45,True
6400ba16418dc236914bdeafb6acaae8,23-01-2020,40,10301,Universitaria completa.,30-45,True
02fc3d68317205e799e4ce32c4456472,23-01-2020,38,8110,Universitaria completa.,30-45,True
9d3cdbae853b6664764dd3033e80e1ac,23-01-2020,18,3101,Media incompleta (incluyendo Media Técnica).,15-30,True
5c2103a780c118ec3210c263083f2446,23-01-2020,45,8101,Universitaria completa.,45-60,True
4e79987918c4f5c7f455575d9e9043ad,23-01-2020,29,7201,Universitaria incompleta. Técnica completa.,15-30,True
ee630fa67012380b38c75adb5a330be9,23-01-2020,52,5802,"Post Grado (Master, Doctor o equivalente)",45-60,True
d9ac623539ef8aafff51121036bcda9c,23-01-2020,39,8107,Universitaria completa.,30-45,True
bb9c2d0a189211cd5cfd92d51bfb01fb,23-01-2020,38,7201,Universitaria completa.,30-45,True
35c208718500bb4c9f090eb37fe67666,23-01-2020,35,13123,Universitaria completa.,30-45,True
b09cdbfc06ac493c587ca1377a7a0001,23-01-2020,43,15101,Universitaria completa.,30-45,True
a93c66dcd3e90ff0a2e4626dff732810,23-01-2020,32,13112,Universitaria completa.,30-45,True
f40df25db1a93cd365aa307da19e26c2,23-01-2020,54,13602,Universitaria completa.,45-60,True
a529d026bcd78410aaae89a1c8e17eec,23-01-2020,34,3101,Universitaria completa.,30-45,True
759140c587c57b00b2aa9134162dfbe7,23-01-2020,52,6101,"Post Grado (Master, Doctor o equivalente)",45-60,True
873b74cea72fe459688903ab23893472,23-01-2020,48,6101,Universitaria completa.,45-60,True
56473a7b27258e1f3714e2a37a1a6a99,23-01-2020,47,7201,Media completa. Técnica incompleta.,45-60,True
74178db705f975fec662b6fd689404bc,23-01-2020,42,13101,"Post Grado (Master, Doctor o equivalente)",30-45,True
58423f5300d37d16c4a78c378a61e31c,23-01-2020,27,13123,Universitaria completa.,15-30,True
f255613a07af7ae132333494c67d051e,23-01-2020,32,1101,Universitaria completa.,30-45,True
7742b1e8e39cc06edb337c5eebe3e846,23-01-2020,44,12401,Universitaria completa.,30-45,True
cb092db114cbe6bf3b66fa6f852dab37,23-01-2020,32,13201,Universitaria completa.,30-45,True
00560263aeb21f4eb85de88505d597b0,23-01-2020,37,7201,Universitaria completa.,30-45,True
330549af89ae9701f8d56126b11fa80e,23-01-2020,45,5401,Media incompleta (incluyendo Media Técnica).,45-60,True
7a61c24bf9512d0766876f434c80348e,23-01-2020,53,5402,Universitaria incompleta. Técnica completa.,45-60,True
bf96021077eed6eb8a61d1b1c273c9d4,23-01-2020,62,3101,Básica completa.,>=60,True
3b1866f1ce875934ca5150f1adad2588,23-01-2020,46,7201,Universitaria completa.,45-60,True
c2584803835939962a5d4492d6caf805,23-01-2020,52,5402,Básica completa.,45-60,True
31662489b4dc6223d02f2ab1dcba5de7,23-01-2020,31,5401,Universitaria incompleta. Técnica completa.,30-45,True
19cf366a70a81a0daf0b612b42d79597,23-01-2020,33,13201,"Post Grado (Master, Doctor o equivalente)",30-45,True
19a8f735d12667a38397d98daea3da08,23-01-2020,31,7201,Universitaria completa.,30-45,True
8926dfb329103ee4f3ded11dac43e413,23-01-2020,61,3101,"Post Grado (Master, Doctor o equivalente)",>=60,True
bd96282460d7f3f137c33b07c253e51c,23-01-2020,49,7201,Universitaria completa.,45-60,True
534fb425560bb75ff8f9f44d8b9a9b74,23-01-2020,30,7201,Universitaria completa.,30-45,True
3ddef3f5d2dcd5201d6281d00665bae3,23-01-2020,34,11101,Universitaria incompleta. Técnica completa.,30-45,True
1b5a10049276319fdc043be7a2fbdc46,23-01-2020,48,15101,Universitaria completa.,45-60,True
164c3caccda40695f021b3e67a8a1844,23-01-2020,45,7201,Universitaria completa.,45-60,True
1311a48d76656f7aaa611ca2fa549e69,23-01-2020,43,10208,Universitaria completa.,30-45,True
f5506be8c0b34cf0381936b5dbeabbe5,22-01-2020,35,11101,"Post Grado (Master, Doctor o equivalente)",30-45,True
bd848642cf5d94571b2849cc1d337f1f,22-01-2020,33,15101,Universitaria completa.,30-45,True
b4c570f088c9dd1e03e8bf0c43a70ae9,22-01-2020,41,13125,Universitaria completa.,30-45,True
c082ee52402642e45b74f785415aa223,22-01-2020,40,13602,Universitaria completa.,30-45,True
ef338ac668e5f1413c2d8de744b34450,22-01-2020,47,7201,Universitaria completa.,45-60,True
3b2b84cde2c12475afd75048d161a717,22-01-2020,39,11101,Universitaria incompleta. Técnica completa.,30-45,True
12922ceb2190492ad8e8dc2fcad0120c,22-01-2020,40,7201,Universitaria completa.,30-45,True
fcb5c7fb324a6ae3a8f7faec277356a6,22-01-2020,48,7201,Universitaria completa.,45-60,True
8c3fb9f40391359f299256ab2f0be534,22-01-2020,27,13602,Universitaria completa.,15-30,True
913389b51b776ecbcd25872c075895d1,22-01-2020,41,11101,Universitaria completa.,30-45,True
a3486caf379e8e6746ae41623bab08f1,22-01-2020,43,13130,Universitaria incompleta. Técnica completa.,30-45,True
18b601b75a14beff6cdf64379e09dcb1,22-01-2020,24,15101,Universitaria completa.,15-30,True
8aa4d632c9b9eee34ac861292788cf4d,22-01-2020,25,15101,Universitaria completa.,15-30,True
df2f6a88c45b32978f944328e242c3fd,22-01-2020,40,15101,Universitaria completa.,30-45,True
6678a3f8b00545a0f7b53d1d3686028e,22-01-2020,54,13123,Universitaria completa.,45-60,True
8d97cac1e773276c8ca74f8984898dfb,22-01-2020,31,5103,Universitaria completa.,30-45,True
8a46caa6ab9244e1cdf9279e6f024045,22-01-2020,49,5601,Universitaria completa.,45-60,True
781760616abb451631f7178f1fe6dc06,22-01-2020,46,5601,Universitaria completa.,45-60,True
70a42fc769f8e93eb0c48eb89e18e6f6,22-01-2020,24,15101,Universitaria completa.,15-30,True
0c34a6c9e23f31fa8cb1aaca8451118c,22-01-2020,34,5601,Universitaria incompleta. Técnica completa.,30-45,True
2a1c8c917c10888669f63cf2c1095bb2,22-01-2020,38,5601,Universitaria completa.,30-45,True
e86e117080a4b320615b34a54fa4b5cc,22-01-2020,26,15101,Universitaria completa.,15-30,True
b4b56e1e1909772755d7e785cdfd43c9,22-01-2020,25,15101,Universitaria completa.,15-30,True
df2b1018e939977b96f88462a98618fa,22-01-2020,37,13126,Universitaria incompleta. Técnica completa.,30-45,True
b2c5958cae29f42c3fbeaeb38e96bd6a,22-01-2020,26,4201,Media completa. Técnica incompleta.,15-30,True
3eba41b8c796daf0bddb17a946eea738,22-01-2020,33,4201,Universitaria completa.,30-45,True
25d7b861e1fdeba5f5fa276eb21f757b,22-01-2020,48,8102,Educación básica incompleta o inferior.,45-60,True
fd2c00289451acfbbc69503cf1d75ea6,22-01-2020,21,13115,Universitaria incompleta. Técnica completa.,15-30,True
c44ba6c8c3abdc6bc1e4f04d697bbb26,22-01-2020,51,13101,"Post Grado (Master, Doctor o equivalente)",45-60,True
3cdc760af471f8a8f86b7bf652521180,22-01-2020,59,13101,Media incompleta (incluyendo Media Técnica).,45-60,True
a54b4a20525781fb49f753258721aec1,22-01-2020,39,15101,Universitaria completa.,30-45,True
e3af995b119104b2ab7d65bb4089affc,22-01-2020,50,11101,Universitaria completa.,45-60,True
51f551b2bda281257c86bd2638c0ce7b,22-01-2020,41,5109,Universitaria completa.,30-45,True
9133bade3a40e473489ddfae8ec2bf56,22-01-2020,45,9101,"Post Grado (Master, Doctor o equivalente)",45-60,True
f0df35ad07ed0963ed2b92a9f45104de,22-01-2020,36,4101,Universitaria completa.,30-45,True
a8fca5a80b85063862f6652e2adbac5d,22-01-2020,63,4101,Universitaria completa.,>=60,True
e99253ad74de9884e81475b678e8cb44,22-01-2020,28,13201,Universitaria incompleta. Técnica completa.,15-30,True
c395cda46e96cf102b2143a244af6125,22-01-2020,37,13116,Media completa. Técnica incompleta.,30-45,True
dc9400269aaee9d8391fecba4b6e803e,22-01-2020,25,15101,Universitaria incompleta. Técnica completa.,15-30,True
5dc4edb1a1f7bbe5de31b336186d95f7,22-01-2020,45,13110,Universitaria completa.,45-60,True
fe9c960f839b51649116f0009febe882,21-01-2020,36,13132,Universitaria completa.,30-45,True
371fd91fe0387c66d3f14f81208853dd,21-01-2020,77,13132,Universitaria completa.,>=60,True
e53ee118cc79d21a943f0a0e7ee8f504,21-01-2020,25,2101,Universitaria completa.,15-30,True
9f150cf4c386973f3cd2576cff92bdc7,21-01-2020,42,13117,Media incompleta (incluyendo Media Técnica).,30-45,True
4133e77fa782c2ff66301999ec23deed,21-01-2020,53,4101,Universitaria completa.,45-60,True
ecac365e2d31dbeb7105cfc3f66b1efc,21-01-2020,41,13119,"Post Grado (Master, Doctor o equivalente)",30-45,True
9c65663d35a9fc8b0f8ce3b1c55863aa,21-01-2020,39,4102,"Post Grado (Master, Doctor o equivalente)",30-45,True
0adcca82c1f5a2bd2b6bece71b975e52,21-01-2020,55,4101,Universitaria completa.,45-60,True
c4ad1814cf43cf8ea740d07bed519563,21-01-2020,46,11101,Universitaria completa.,45-60,True
0e2f4e1e0e4c4f247a11b1a440bebafc,21-01-2020,45,4101,Universitaria completa.,45-60,True
1dbc2d216fd780f32180545242875ddf,21-01-2020,24,5804,Universitaria incompleta. Técnica completa.,15-30,True
9672aa1d17a9d325a203858e40331960,21-01-2020,36,4101,Universitaria completa.,30-45,True
9b1e724a9259abae44e1050e79c4dad4,21-01-2020,31,4101,Universitaria completa.,30-45,True
6a330aeaeacad1740c4dea1f563fb1de,21-01-2020,41,15101,Universitaria completa.,30-45,True
ed4c3e74bc814e3bf77c64d688921214,21-01-2020,43,13109,"Post Grado (Master, Doctor o equivalente)",30-45,True
532be73ff484def6ca05a4443fa39976,21-01-2020,30,8101,Universitaria completa.,30-45,True
8dd2267cf15ce97c28245df2b6d935f8,21-01-2020,18,3101,Media completa. Técnica incompleta.,15-30,True
6c8572d2f83e46a629b23328ad85e104,21-01-2020,49,13122,Universitaria completa.,45-60,True
2d27a4db8630ac7a7c74ce56802dace7,21-01-2020,53,13115,Universitaria completa.,45-60,True
0b52ef56c33136adf5417eb6d634251f,21-01-2020,35,12101,"Post Grado (Master, Doctor o equivalente)",30-45,True
43e5bd01a7d862d477355ade3e35c354,21-01-2020,28,13602,Media completa. Técnica incompleta.,15-30,True
780fba18c8f819ddbc18beb3b229d581,21-01-2020,39,13101,"Post Grado (Master, Doctor o equivalente)",30-45,True
399bc5f9b8e00400d124c10436c2241a,21-01-2020,43,8112,Media completa. Técnica incompleta.,30-45,True
9663e54ba18bf84471921f0920aaf6f4,21-01-2020,48,4101,Universitaria incompleta. Técnica completa.,45-60,True
258f4d24f75a222b21db6b96ddfb84e0,21-01-2020,45,15101,Universitaria completa.,45-60,True
